CDU_ID,Car or van availability : Total\ Car or van availability - Unit : Households,Car or van availability : Total\ Car or van availability - Unit : Cars or vans,Car or van availability : Sum of all cars or vans - Unit : Cars or vans,avg car per household
48595,713,813,813,1.140252454
48596,1018,1191,1191,1.169941061
48597,638,1040,1040,1.630094044
48598,710,812,812,1.143661972
48599,753,714,714,0.948207171
48600,1152,1397,1397,1.212673611
48601,530,839,839,1.583018868
48602,741,968,968,1.30634278
48603,828,869,869,1.049516908
48604,546,601,601,1.100732601
48605,877,1026,1026,1.169897377
48606,828,1348,1348,1.628019324
48607,652,1006,1006,1.542944785
48608,654,831,831,1.270642202
48609,934,1569,1569,1.67987152
48610,923,1575,1575,1.706392199
48611,889,1471,1471,1.654668166
48612,798,1284,1284,1.609022556
48613,646,684,684,1.058823529
48614,731,925,925,1.265389877
48615,635,740,740,1.165354331
48616,514,793,793,1.542801556
48617,610,926,926,1.518032787
48618,581,899,899,1.547332186
48619,543,647,647,1.191528545
48620,507,462,462,0.911242604
48621,438,650,650,1.484018265
48622,606,1013,1013,1.671617162
48623,470,761,761,1.619148936
48624,538,1012,1012,1.881040892
48625,737,924,924,1.253731343
48626,975,1622,1622,1.663589744
48627,765,678,678,0.88627451
48628,503,575,575,1.143141153
48629,638,727,727,1.139498433
48630,736,1026,1026,1.394021739
48631,661,734,734,1.110438729
48632,535,732,732,1.368224299
48633,598,935,935,1.563545151
48634,500,625,625,1.25
48635,681,875,875,1.284875184
48636,515,759,759,1.473786408
48637,625,845,845,1.352
48638,909,1670,1670,1.837183718
48639,822,1548,1548,1.883211679
48640,1043,1416,1416,1.357622244
48641,665,767,767,1.153383459
48642,877,1656,1656,1.888255416
48643,855,1144,1144,1.338011696
48644,679,1017,1017,1.497790869
48645,648,790,790,1.219135802
48646,699,674,674,0.964234621
48647,611,645,645,1.055646481
48648,634,588,588,0.927444795
48649,656,749,749,1.141768293
48650,650,879,879,1.352307692
48651,762,760,760,0.997375328
48652,674,985,985,1.461424332
48653,609,707,707,1.16091954
48654,662,626,626,0.945619335
48655,746,771,771,1.033512064
48656,759,732,732,0.964426877
48657,784,1099,1099,1.401785714
48658,713,1111,1111,1.558204769
48659,686,886,886,1.29154519
48660,545,1016,1016,1.864220183
48661,967,1622,1622,1.677352637
48662,852,1522,1522,1.786384977
48663,1015,1508,1508,1.485714286
48664,553,850,850,1.537070524
48665,724,1158,1158,1.599447514
48666,883,1243,1243,1.407701019
48667,818,1049,1049,1.282396088
48668,886,1040,1040,1.173814898
48669,598,931,931,1.556856187
48670,656,802,802,1.222560976
48671,783,866,866,1.106002554
48672,712,930,930,1.306179775
48673,806,1196,1196,1.483870968
48674,783,972,972,1.24137931
48675,609,1034,1034,1.697865353
48676,677,1206,1206,1.781388479
48677,812,972,972,1.197044335
48678,670,1119,1119,1.670149254
48679,677,1133,1133,1.673559823
48680,691,1230,1230,1.780028944
48681,570,1031,1031,1.80877193
48682,836,1366,1366,1.633971292
48683,894,1720,1720,1.92393736
48684,913,1667,1667,1.82584885
48685,948,1163,1163,1.226793249
48686,728,1194,1194,1.64010989
48687,463,840,840,1.81425486
48688,634,1004,1004,1.583596215
48689,673,954,954,1.417533432
48690,586,898,898,1.532423208
48691,763,930,930,1.21887287
48692,860,1174,1174,1.365116279
48693,1103,1185,1185,1.074342702
48694,863,1476,1476,1.710312862
48695,531,820,820,1.544256121
48696,633,772,772,1.219589258
48697,627,932,932,1.486443381
48698,564,952,952,1.687943262
48699,625,941,941,1.5056
48700,903,1479,1479,1.637873754
48701,959,1247,1247,1.300312826
48702,833,1486,1486,1.783913565
48703,905,1399,1399,1.545856354
48704,816,860,860,1.053921569
48705,770,926,926,1.202597403
48706,846,778,778,0.919621749
48707,774,1008,1008,1.302325581
48708,620,619,619,0.998387097
48709,776,984,984,1.268041237
48710,949,1465,1465,1.543730242
48711,926,1047,1047,1.130669546
48712,657,855,855,1.301369863
48713,682,968,968,1.419354839
48714,641,991,991,1.546021841
48715,662,770,770,1.163141994
48716,631,871,871,1.380348653
48717,793,951,951,1.19924338
48718,1118,1709,1709,1.52862254
48719,717,1077,1077,1.50209205
48720,727,1167,1167,1.60522696
48721,745,968,968,1.299328859
48722,659,929,929,1.409711684
48723,594,887,887,1.493265993
48724,656,835,835,1.272865854
48725,879,892,892,1.014789534
48726,763,954,954,1.250327654
48727,609,511,511,0.83908046
48728,859,398,398,0.463329453
48729,618,548,548,0.886731392
48730,747,528,528,0.706827309
48731,881,478,478,0.542565267
48732,700,920,920,1.314285714
48733,815,1045,1045,1.282208589
48734,787,907,907,1.152477764
48735,615,551,551,0.895934959
48736,503,589,589,1.170974155
48737,623,621,621,0.996789727
48738,637,688,688,1.080062794
48739,809,511,511,0.631644005
48740,470,778,778,1.655319149
48741,427,703,703,1.646370023
48742,606,471,471,0.777227723
48743,566,554,554,0.978798587
48744,666,750,750,1.126126126
48745,612,513,513,0.838235294
48746,612,531,531,0.867647059
48747,711,893,893,1.255977496
48748,570,707,707,1.240350877
48749,529,835,835,1.578449905
48750,752,1016,1016,1.35106383
48751,683,777,777,1.137628111
48752,687,793,793,1.154294032
48753,752,859,859,1.142287234
48754,739,865,865,1.170500677
48755,619,541,541,0.873990307
48756,487,675,675,1.386036961
48757,590,606,606,1.027118644
48758,480,408,408,0.85
48759,714,782,782,1.095238095
48760,591,472,472,0.798646362
48761,624,849,849,1.360576923
48762,948,1243,1243,1.311181435
48763,661,653,653,0.987897126
48764,577,745,745,1.291161179
48765,609,752,752,1.234811166
48766,925,1703,1703,1.841081081
48767,896,1696,1696,1.892857143
48768,657,641,641,0.97564688
48769,619,850,850,1.373182553
48770,674,699,699,1.037091988
48771,677,783,783,1.156573117
48772,589,560,560,0.950764007
48773,645,951,951,1.474418605
48774,693,1112,1112,1.604617605
48775,641,939,939,1.464898596
48776,981,1584,1584,1.614678899
48777,649,1156,1156,1.781201849
48778,823,1272,1272,1.545565006
48779,679,858,858,1.263622975
48780,637,969,969,1.521193093
48781,756,933,933,1.234126984
48782,601,1033,1033,1.718801997
48783,711,1094,1094,1.538677918
48784,690,1262,1262,1.828985507
48785,696,898,898,1.290229885
48786,520,1063,1063,2.044230769
48787,481,945,945,1.964656965
48788,646,1182,1182,1.829721362
48789,645,1113,1113,1.725581395
48790,619,1161,1161,1.875605816
48791,728,989,989,1.358516484
48792,662,843,843,1.273413897
48793,518,726,726,1.401544402
48794,644,897,897,1.392857143
48795,645,923,923,1.431007752
48796,636,982,982,1.544025157
48797,635,1110,1110,1.748031496
48798,749,984,984,1.313751669
48799,644,885,885,1.374223602
48800,608,1059,1059,1.741776316
48801,678,934,934,1.377581121
48802,573,948,948,1.654450262
48803,751,963,963,1.28229028
48804,524,796,796,1.519083969
48805,639,886,886,1.386541471
48806,590,915,915,1.550847458
48807,785,947,947,1.206369427
48808,642,939,939,1.462616822
48809,630,1011,1011,1.604761905
48810,628,918,918,1.461783439
48811,655,953,953,1.454961832
48812,679,1019,1019,1.500736377
48813,593,796,796,1.34232715
48814,582,906,906,1.556701031
48815,543,836,836,1.539594843
48816,755,1001,1001,1.325827815
48817,795,1006,1006,1.265408805
48818,731,793,793,1.084815321
48819,619,1058,1058,1.709208401
48820,683,885,885,1.295754026
48821,620,969,969,1.562903226
48822,740,1234,1234,1.667567568
48823,613,1267,1267,2.066884176
48824,637,1165,1165,1.8288854
48825,526,1081,1081,2.05513308
48826,646,1176,1176,1.820433437
48827,519,1098,1098,2.115606936
48828,681,1051,1051,1.543318649
48829,664,1129,1129,1.700301205
48830,703,1155,1155,1.642958748
48831,686,962,962,1.402332362
48832,634,855,855,1.348580442
48833,581,877,877,1.509466437
48834,550,817,817,1.485454545
48835,541,645,645,1.192236599
48836,515,867,867,1.683495146
48837,507,757,757,1.493096647
48838,729,984,984,1.349794239
48839,618,857,857,1.386731392
48840,1054,1265,1265,1.200189753
48841,662,1015,1015,1.533232628
48842,811,1240,1240,1.528976572
48843,481,683,683,1.41995842
48844,785,1009,1009,1.285350318
48845,710,806,806,1.135211268
48846,603,943,943,1.56384743
48847,815,1069,1069,1.311656442
48848,618,1062,1062,1.718446602
48849,607,981,981,1.616144975
48850,775,1354,1354,1.747096774
48851,592,933,933,1.576013514
48852,711,836,836,1.17580872
48853,546,737,737,1.34981685
48854,657,913,913,1.389649924
48855,771,987,987,1.280155642
48856,781,1040,1040,1.33162612
48857,536,835,835,1.557835821
48858,901,1425,1425,1.581576027
48859,611,897,897,1.468085106
48860,502,755,755,1.503984064
48861,509,846,846,1.662082515
48862,646,822,822,1.27244582
48863,591,847,847,1.433164129
48864,903,1093,1093,1.210409745
48865,980,1299,1299,1.325510204
48866,684,660,660,0.964912281
48867,533,956,956,1.793621013
48868,643,932,932,1.449455677
48869,520,806,806,1.55
48870,670,806,806,1.202985075
48871,811,961,961,1.184956843
48872,829,950,950,1.145958987
48873,799,1151,1151,1.440550688
48874,821,1154,1154,1.405602923
48875,636,1048,1048,1.647798742
48876,763,1089,1089,1.427260813
48877,646,1286,1286,1.990712074
48878,626,1143,1143,1.825878594
48879,911,1164,1164,1.277716795
48880,599,719,719,1.20033389
48881,1015,1569,1569,1.545812808
48882,481,684,684,1.422037422
48883,591,852,852,1.441624365
48884,626,907,907,1.448881789
48885,650,914,914,1.406153846
48886,613,910,910,1.484502447
48887,537,880,880,1.638733706
48888,641,1118,1118,1.744149766
48889,524,657,657,1.253816794
48890,592,650,650,1.097972973
48891,1077,826,826,0.766945218
48892,961,873,873,0.90842872
48893,743,1037,1037,1.395693136
48894,524,700,700,1.335877863
48895,607,922,922,1.518945634
48896,525,791,791,1.506666667
48897,523,860,860,1.644359465
48898,566,1027,1027,1.814487633
48899,708,840,840,1.186440678
48900,489,623,623,1.27402863
48901,617,1104,1104,1.789303079
48902,650,999,999,1.536923077
48903,712,1122,1122,1.575842697
48904,661,891,891,1.34795764
48905,657,1111,1111,1.691019787
48906,614,963,963,1.568403909
48907,610,1036,1036,1.698360656
48908,510,797,797,1.562745098
48909,718,983,983,1.36908078
48910,627,1055,1055,1.68261563
48911,627,1033,1033,1.647527911
48912,630,857,857,1.36031746
48913,694,962,962,1.386167147
48914,738,1081,1081,1.464769648
48915,647,1080,1080,1.669242658
48916,982,1398,1398,1.423625255
48917,694,1112,1112,1.602305476
48918,730,962,962,1.317808219
48919,639,1095,1095,1.713615023
48920,617,1190,1190,1.928687196
48921,514,991,991,1.928015564
48922,557,1212,1212,2.175942549
48923,534,999,999,1.870786517
48924,597,1064,1064,1.782244556
48925,606,972,972,1.603960396
48926,508,1058,1058,2.082677165
48927,546,943,943,1.727106227
48928,614,933,933,1.519543974
48929,674,584,584,0.866468843
48930,993,1072,1072,1.079556898
48931,864,753,753,0.871527778
48932,834,778,778,0.932853717
48933,774,791,791,1.021963824
48934,729,1017,1017,1.395061728
48935,836,742,742,0.887559809
48936,542,997,997,1.839483395
48937,780,674,674,0.864102564
48938,524,1021,1021,1.948473282
48939,485,715,715,1.474226804
48940,633,1008,1008,1.592417062
48941,651,1051,1051,1.614439324
48942,746,1012,1012,1.356568365
48943,628,1007,1007,1.603503185
48944,645,780,780,1.209302326
48945,584,1062,1062,1.818493151
48946,726,1166,1166,1.606060606
48947,633,950,950,1.500789889
48948,497,474,474,0.953722334
48949,508,640,640,1.25984252
48950,514,688,688,1.338521401
48951,482,1036,1036,2.149377593
48952,508,959,959,1.887795276
48953,655,1237,1237,1.888549618
48954,446,600,600,1.34529148
48955,505,987,987,1.954455446
48956,456,916,916,2.00877193
48957,704,1132,1132,1.607954545
48958,686,1308,1308,1.906705539
48959,759,1071,1071,1.411067194
48960,785,1264,1264,1.610191083
48961,632,913,913,1.444620253
48962,513,765,765,1.49122807
48963,587,622,622,1.059625213
48964,668,836,836,1.251497006
48965,741,941,941,1.269905533
48966,611,999,999,1.63502455
48967,638,895,895,1.402821317
48968,780,1100,1100,1.41025641
48969,947,1424,1424,1.503695882
48970,662,1246,1246,1.882175227
48971,789,1330,1330,1.685678074
48972,796,1622,1622,2.037688442
48973,510,572,572,1.121568627
48974,651,732,732,1.124423963
48975,643,882,882,1.371695179
48976,597,588,588,0.984924623
48977,606,575,575,0.948844884
48978,510,788,788,1.545098039
48979,645,1090,1090,1.689922481
48980,605,957,957,1.581818182
48981,642,1180,1180,1.838006231
48982,500,812,812,1.624
48983,572,760,760,1.328671329
48984,492,816,816,1.658536585
48985,630,970,970,1.53968254
48986,486,788,788,1.621399177
48987,501,747,747,1.491017964
48988,513,1003,1003,1.955165692
48989,519,691,691,1.331406551
48990,622,1102,1102,1.77170418
48991,545,984,984,1.805504587
48992,664,1000,1000,1.506024096
48993,520,803,803,1.544230769
48994,639,891,891,1.394366197
48995,863,1435,1435,1.662804171
48996,644,764,764,1.186335404
48997,634,1150,1150,1.813880126
48998,544,994,994,1.827205882
48999,622,990,990,1.591639871
49000,655,885,885,1.351145038
49001,684,1102,1102,1.611111111
49002,524,993,993,1.895038168
49003,533,843,843,1.581613508
49004,1013,1529,1529,1.509378085
49005,643,1138,1138,1.769828927
49006,548,897,897,1.636861314
49007,662,1192,1192,1.80060423
49008,597,1158,1158,1.939698492
49009,684,1217,1217,1.779239766
49010,497,1108,1108,2.229376258
49011,911,1716,1716,1.883644347
49012,639,827,827,1.294209703
49013,517,788,788,1.52417795
49014,686,646,646,0.941690962
49015,802,1045,1045,1.302992519
49016,786,1125,1125,1.43129771
49017,745,1053,1053,1.413422819
49018,692,817,817,1.180635838
49019,694,1106,1106,1.593659942
49020,814,1626,1626,1.997542998
49021,515,1011,1011,1.963106796
49022,485,865,865,1.783505155
49023,604,1043,1043,1.726821192
49024,643,1181,1181,1.836702955
49025,695,1049,1049,1.509352518
49026,679,965,965,1.421207658
49027,686,770,770,1.12244898
49028,709,985,985,1.389280677
49029,826,1036,1036,1.254237288
49030,958,917,917,0.957202505
49031,684,782,782,1.143274854
49032,680,735,735,1.080882353
49033,786,1064,1064,1.353689567
49034,447,891,891,1.993288591
49035,680,1373,1373,2.019117647
49036,804,1280,1280,1.592039801
49037,757,1558,1558,2.058124174
49038,918,1484,1484,1.616557734
49039,503,856,856,1.701789264
49040,764,908,908,1.188481675
49041,591,849,849,1.436548223
49042,567,809,809,1.42680776
49043,408,736,736,1.803921569
49044,516,853,853,1.653100775
49045,567,960,960,1.693121693
49046,550,986,986,1.792727273
49047,615,1217,1217,1.978861789
49048,568,1092,1092,1.922535211
49049,1025,1707,1707,1.665365854
49050,643,973,973,1.513219285
49051,600,979,979,1.631666667
49052,872,1139,1139,1.306192661
49053,719,875,875,1.216968011
49054,719,932,932,1.296244784
49055,975,1101,1101,1.129230769
49056,664,1031,1031,1.552710843
49057,734,950,950,1.294277929
49058,611,727,727,1.1898527
49059,603,741,741,1.228855721
49060,764,1135,1135,1.485602094
49061,493,849,849,1.722109533
49062,523,783,783,1.497131931
49063,556,1001,1001,1.800359712
49064,636,1113,1113,1.75
49065,627,1038,1038,1.655502392
49066,654,965,965,1.475535168
49067,603,828,828,1.373134328
49068,614,683,683,1.11237785
49069,646,1475,1475,2.283281734
49070,740,1418,1418,1.916216216
49071,538,1043,1043,1.93866171
49072,843,1346,1346,1.596678529
49073,594,825,825,1.388888889
49074,704,934,934,1.326704545
49075,603,871,871,1.444444444
49076,518,900,900,1.737451737
49077,616,893,893,1.449675325
49078,651,1030,1030,1.58218126
49079,670,649,649,0.968656716
49080,603,788,788,1.306799337
49081,591,717,717,1.21319797
49082,710,1040,1040,1.464788732
49083,549,1021,1021,1.859744991
49084,636,1027,1027,1.614779874
49085,528,955,955,1.808712121
49086,507,919,919,1.812623274
49087,668,1236,1236,1.850299401
49088,587,716,716,1.219761499
49089,589,770,770,1.307300509
49090,543,637,637,1.173112339
49091,1097,1373,1373,1.25159526
49092,1182,1317,1317,1.114213198
49093,856,910,910,1.063084112
49094,606,936,936,1.544554455
49095,650,554,554,0.852307692
49096,685,981,981,1.432116788
49097,697,897,897,1.286944046
49098,765,889,889,1.162091503
49099,624,636,636,1.019230769
49100,792,962,962,1.214646465
49101,644,791,791,1.22826087
49102,776,971,971,1.25128866
49103,904,1322,1322,1.462389381
49104,523,797,797,1.523900574
49105,470,867,867,1.844680851
49106,442,745,745,1.685520362
49107,846,1018,1018,1.203309693
49108,561,1087,1087,1.937611408
49109,514,788,788,1.53307393
49110,629,944,944,1.500794913
49111,649,837,837,1.289676425
49112,532,912,912,1.714285714
49113,564,749,749,1.328014184
49114,576,708,708,1.229166667
49115,643,1096,1096,1.704510109
49116,449,830,830,1.848552339
49117,458,923,923,2.015283843
49118,602,1075,1075,1.785714286
49119,646,1027,1027,1.589783282
49120,722,842,842,1.166204986
49121,625,1060,1060,1.696
49122,650,992,992,1.526153846
49123,621,814,814,1.31078905
49124,505,923,923,1.827722772
49125,911,955,955,1.048298573
49126,928,1281,1281,1.380387931
49127,763,1041,1041,1.364351245
49128,628,997,997,1.587579618
49129,807,939,939,1.163568773
49130,519,677,677,1.304431599
49131,562,868,868,1.544483986
49132,708,1024,1024,1.446327684
49133,633,727,727,1.14849921
49134,622,1008,1008,1.620578778
49135,688,1080,1080,1.569767442
49136,588,960,960,1.632653061
49137,648,739,739,1.140432099
49138,738,913,913,1.237127371
49139,737,1032,1032,1.40027137
49140,799,1349,1349,1.688360451
49141,669,1173,1173,1.753363229
49142,607,981,981,1.616144975
49143,642,769,769,1.197819315
49144,706,821,821,1.162889518
49145,624,837,837,1.341346154
49146,741,1052,1052,1.419703104
49147,751,704,704,0.937416778
49148,869,898,898,1.033371692
49149,599,730,730,1.21869783
49150,490,753,753,1.536734694
49151,424,569,569,1.341981132
49152,789,1264,1264,1.602027883
49153,426,689,689,1.617370892
49154,651,693,693,1.064516129
49155,547,732,732,1.33820841
49156,496,514,514,1.036290323
49157,677,1073,1073,1.58493353
49158,583,850,850,1.457975986
49159,480,977,977,2.035416667
49160,634,1102,1102,1.738170347
49161,650,1085,1085,1.669230769
49162,515,878,878,1.704854369
49163,551,912,912,1.655172414
49164,651,931,931,1.430107527
49165,511,932,932,1.823874755
49166,589,1061,1061,1.801358234
49167,483,850,850,1.759834369
49168,604,930,930,1.539735099
49169,575,1053,1053,1.831304348
49170,662,1069,1069,1.614803625
49171,600,1108,1108,1.846666667
49172,486,1009,1009,2.076131687
49173,507,805,805,1.587771203
49174,530,794,794,1.498113208
49175,496,956,956,1.927419355
49176,620,919,919,1.482258065
49177,639,1020,1020,1.596244131
49178,655,1053,1053,1.607633588
49179,627,894,894,1.425837321
49180,778,1086,1086,1.395886889
49181,625,911,911,1.4576
49182,489,550,550,1.124744376
49183,627,996,996,1.588516746
49184,647,888,888,1.372488408
49185,643,1041,1041,1.618973561
49186,553,877,877,1.585895118
49187,674,895,895,1.327893175
49188,618,980,980,1.585760518
49189,562,827,827,1.471530249
49190,648,802,802,1.237654321
49191,638,818,818,1.282131661
49192,545,786,786,1.442201835
49193,489,730,730,1.492842536
49194,476,723,723,1.518907563
49195,600,920,920,1.533333333
49196,593,897,897,1.512647555
49197,730,988,988,1.353424658
49198,506,842,842,1.664031621
49199,619,947,947,1.529886914
49200,641,944,944,1.472698908
49201,619,985,985,1.591276252
49202,656,1115,1115,1.699695122
49203,617,1074,1074,1.740680713
49204,647,894,894,1.381761978
49205,787,1053,1053,1.337992376
49206,638,1082,1082,1.695924765
49207,862,1139,1139,1.321345708
49208,723,1173,1173,1.622406639
49209,623,975,975,1.565008026
49210,783,1235,1235,1.577266922
49211,767,1224,1224,1.595827901
49212,689,1045,1045,1.516690856
49213,808,1056,1056,1.306930693
49214,551,881,881,1.598911071
49215,670,923,923,1.37761194
49216,937,912,912,0.973319104
49217,681,749,749,1.099853157
49218,689,725,725,1.052249637
49219,690,851,851,1.233333333
49220,745,935,935,1.255033557
49221,654,1003,1003,1.533639144
49222,810,1109,1109,1.369135802
49223,651,863,863,1.325652842
49224,844,760,760,0.900473934
49225,577,734,734,1.272097054
49226,628,753,753,1.199044586
49227,550,911,911,1.656363636
49228,669,1026,1026,1.533632287
49229,608,781,781,1.284539474
49230,618,830,830,1.343042071
49231,653,894,894,1.36906585
49232,615,691,691,1.123577236
49233,746,1139,1139,1.526809651
49234,625,1004,1004,1.6064
49235,794,1087,1087,1.369017632
49236,666,1153,1153,1.731231231
49237,675,1161,1161,1.72
49238,439,767,767,1.74715262
49239,725,880,880,1.213793103
49240,493,872,872,1.768762677
49241,575,1066,1066,1.853913043
49242,735,1371,1371,1.865306122
49243,509,1023,1023,2.009823183
49244,506,1038,1038,2.051383399
49245,601,877,877,1.459234609
49246,662,920,920,1.389728097
49247,609,813,813,1.334975369
49248,513,786,786,1.532163743
49249,570,1025,1025,1.798245614
49250,616,1030,1030,1.672077922
49251,485,932,932,1.921649485
49252,623,914,914,1.467094703
49253,542,961,961,1.773062731
49254,531,933,933,1.757062147
49255,556,1064,1064,1.913669065
49256,616,1151,1151,1.868506494
49257,641,1032,1032,1.609984399
49258,741,1336,1336,1.802968961
49259,745,1301,1301,1.746308725
49260,652,1281,1281,1.964723926
49261,640,1071,1071,1.6734375
49262,659,1032,1032,1.566009105
49263,636,1064,1064,1.672955975
49264,803,1351,1351,1.682440847
49265,640,978,978,1.528125
49266,754,870,870,1.153846154
49267,528,734,734,1.390151515
49268,487,586,586,1.203285421
49269,562,1165,1165,2.072953737
49270,663,1141,1141,1.720965309
49271,643,1162,1162,1.807153966
49272,492,1049,1049,2.132113821
49273,608,665,665,1.09375
49274,613,899,899,1.466557912
49275,960,1196,1196,1.245833333
49276,522,1029,1029,1.971264368
49277,519,1036,1036,1.996146435
49278,547,1131,1131,2.067641682
49279,501,1053,1053,2.101796407
49280,699,1042,1042,1.490701001
49281,638,917,917,1.437304075
49282,672,1124,1124,1.672619048
49283,656,923,923,1.407012195
49284,668,1232,1232,1.844311377
49285,606,801,801,1.321782178
49286,544,1115,1115,2.049632353
49287,510,970,970,1.901960784
49288,634,1129,1129,1.780757098
49289,643,1060,1060,1.648522551
49290,542,1111,1111,2.049815498
49291,597,1155,1155,1.934673367
49292,633,1022,1022,1.614533965
49293,652,1016,1016,1.558282209
49294,473,854,854,1.805496829
49295,603,1044,1044,1.731343284
49296,609,1133,1133,1.860426929
49297,582,1058,1058,1.817869416
49298,522,785,785,1.503831418
49299,609,1125,1125,1.84729064
49300,644,1237,1237,1.920807453
49301,772,1276,1276,1.652849741
49302,678,1368,1368,2.017699115
49303,829,1654,1654,1.99517491
49304,612,817,817,1.33496732
49305,594,964,964,1.622895623
49306,567,906,906,1.597883598
49307,613,1186,1186,1.934747145
49308,494,854,854,1.728744939
49309,672,859,859,1.27827381
49310,513,752,752,1.46588694
49311,875,1551,1551,1.772571429
49312,555,1028,1028,1.852252252
49313,602,787,787,1.30730897
49314,566,917,917,1.620141343
49315,581,930,930,1.600688468
49316,728,793,793,1.089285714
49317,549,814,814,1.482695811
49318,507,876,876,1.727810651
49319,546,939,939,1.71978022
49320,572,835,835,1.45979021
49321,489,860,860,1.758691207
49322,687,997,997,1.451237263
49323,610,941,941,1.542622951
49324,679,1105,1105,1.627393225
49325,497,706,706,1.420523139
49326,550,917,917,1.667272727
49327,698,962,962,1.378223496
49328,851,1182,1182,1.388954172
49329,1031,1060,1060,1.028128031
49330,811,1125,1125,1.387176326
49331,801,1196,1196,1.493133583
49332,703,981,981,1.39544808
49333,804,1223,1223,1.521144279
49334,753,1397,1397,1.855245684
49335,613,911,911,1.486133768
49336,876,1137,1137,1.297945205
49337,871,1160,1160,1.331802526
49338,848,1151,1151,1.357311321
49339,935,1073,1073,1.147593583
49340,744,1472,1472,1.978494624
49341,861,1367,1367,1.587688734
49342,748,1324,1324,1.770053476
49343,545,1157,1157,2.12293578
49344,622,912,912,1.466237942
49345,629,1091,1091,1.734499205
49346,596,1171,1171,1.964765101
49347,487,876,876,1.798767967
49348,477,881,881,1.846960168
49349,645,1185,1185,1.837209302
49350,658,1083,1083,1.645896657
49351,812,1008,1008,1.24137931
49352,608,930,930,1.529605263
49353,511,919,919,1.798434442
49354,601,856,856,1.424292845
49355,537,899,899,1.674115456
49356,517,816,816,1.578336557
49357,635,1162,1162,1.82992126
49358,459,947,947,2.063180828
49359,814,1518,1518,1.864864865
49360,544,1067,1067,1.961397059
49361,519,960,960,1.849710983
49362,522,974,974,1.865900383
49363,707,828,828,1.171145686
49364,682,579,579,0.848973607
49365,490,850,850,1.734693878
49366,529,836,836,1.580340265
49367,627,870,870,1.387559809
49368,634,738,738,1.164037855
49369,647,965,965,1.491499227
49370,637,1123,1123,1.762951334
49371,522,867,867,1.66091954
49372,777,1113,1113,1.432432432
49373,597,1176,1176,1.969849246
49374,640,702,702,1.096875
49375,514,662,662,1.287937743
49376,522,907,907,1.737547893
49377,626,1139,1139,1.819488818
49378,672,1166,1166,1.735119048
49379,501,835,835,1.666666667
49380,512,634,634,1.23828125
49381,534,922,922,1.72659176
49382,670,1047,1047,1.562686567
49383,639,898,898,1.405320814
49384,606,924,924,1.524752475
49385,709,1173,1173,1.654442877
49386,471,897,897,1.904458599
49387,590,1268,1268,2.149152542
49388,499,955,955,1.913827655
49389,494,960,960,1.943319838
49390,618,873,873,1.412621359
49391,547,732,732,1.33820841
49392,506,629,629,1.243083004
49393,531,629,629,1.184557439
49394,654,933,933,1.426605505
49395,799,926,926,1.158948686
49396,518,734,734,1.416988417
49397,536,700,700,1.305970149
49398,521,876,876,1.681381958
49399,636,782,782,1.229559748
49400,834,892,892,1.069544365
49401,621,889,889,1.431561997
49402,558,925,925,1.657706093
49403,504,790,790,1.567460317
49404,571,1013,1013,1.77408056
49405,604,895,895,1.481788079
49406,528,799,799,1.513257576
49407,819,949,949,1.158730159
49408,494,887,887,1.795546559
49409,642,1099,1099,1.711838006
49410,761,1053,1053,1.38370565
49411,591,945,945,1.598984772
49412,772,1102,1102,1.42746114
49413,568,925,925,1.628521127
49414,505,951,951,1.883168317
49415,653,1037,1037,1.58805513
49416,621,802,802,1.291465378
49417,468,803,803,1.715811966
49418,731,1289,1289,1.763337893
49419,488,919,919,1.883196721
49420,557,1116,1116,2.003590664
49421,514,776,776,1.509727626
49422,497,952,952,1.915492958
49423,463,731,731,1.578833693
49424,607,698,698,1.149917628
49425,532,943,943,1.772556391
49426,620,993,993,1.601612903
49427,705,1059,1059,1.50212766
49428,710,983,983,1.384507042
49429,611,755,755,1.235679214
49430,602,524,524,0.870431894
49431,650,901,901,1.386153846
49432,979,971,971,0.991828396
49433,578,829,829,1.434256055
49434,509,779,779,1.530451866
49435,493,641,641,1.30020284
49436,609,902,902,1.481116585
49437,471,611,611,1.297239915
49438,742,1091,1091,1.470350404
49439,717,1195,1195,1.666666667
49440,768,926,926,1.205729167
49441,530,1008,1008,1.901886792
49442,741,1133,1133,1.529014845
49443,556,1061,1061,1.908273381
49444,507,853,853,1.682445759
49445,631,1012,1012,1.603803487
49446,533,710,710,1.332082552
49447,539,819,819,1.519480519
49448,628,792,792,1.261146497
49449,737,1007,1007,1.366350068
49450,688,985,985,1.431686047
49451,694,1049,1049,1.511527378
49452,629,865,865,1.375198728
49453,554,842,842,1.519855596
49454,631,966,966,1.530903328
49455,693,1058,1058,1.526695527
49456,510,884,884,1.733333333
49457,832,1238,1238,1.487980769
49458,556,595,595,1.070143885
49459,464,624,624,1.344827586
49460,596,740,740,1.241610738
49461,681,601,601,0.882525698
49462,694,876,876,1.262247839
49463,627,586,586,0.93460925
49464,449,772,772,1.719376392
49465,524,1094,1094,2.08778626
49466,821,1090,1090,1.327649208
49467,604,944,944,1.562913907
49468,581,972,972,1.672977625
49469,1031,967,967,0.937924345
49470,698,1021,1021,1.462750716
49471,1216,1035,1035,0.851151316
49472,687,978,978,1.423580786
49473,549,676,676,1.23132969
49474,577,1110,1110,1.923743501
49475,690,1093,1093,1.584057971
