CDU_ID,Car or van availability : Total\ Car or van availability - Unit : Households,Car or van availability : Total\ Car or van availability - Unit : Cars or vans,Car or van availability : Sum of all cars or vans - Unit : Cars or vans,avg car per household
23131,714,558,558,0.781512605
23132,699,538,538,0.769670959
23133,766,333,333,0.434725849
23134,897,273,273,0.304347826
23135,662,208,208,0.314199396
23136,730,334,334,0.457534247
23137,745,248,248,0.332885906
23138,600,178,178,0.296666667
23139,525,218,218,0.415238095
23140,764,351,351,0.459424084
23141,579,239,239,0.412780656
23142,608,254,254,0.417763158
23143,714,254,254,0.355742297
23144,739,207,207,0.280108254
23145,489,193,193,0.394683027
23146,667,254,254,0.380809595
23147,916,345,345,0.376637555
23148,800,334,334,0.4175
23149,908,387,387,0.426211454
23150,809,280,280,0.346106304
23151,847,249,249,0.293978749
23152,693,237,237,0.341991342
23153,730,285,285,0.390410959
23154,856,366,366,0.427570093
23155,549,197,197,0.358834244
23156,754,391,391,0.518567639
23157,898,316,316,0.351893096
23158,720,289,289,0.401388889
23159,769,384,384,0.499349805
23160,559,222,222,0.397137746
23161,590,216,216,0.366101695
23162,630,264,264,0.419047619
23163,622,225,225,0.361736334
23164,738,216,216,0.292682927
23165,472,202,202,0.427966102
23166,632,258,258,0.408227848
23167,602,226,226,0.375415282
23168,839,414,414,0.493444577
23169,718,410,410,0.571030641
23170,639,535,535,0.837245696
23171,755,315,315,0.417218543
23172,1069,485,485,0.453695042
23173,882,347,347,0.393424036
23174,772,444,444,0.575129534
23175,436,201,201,0.461009174
23176,808,349,349,0.431930693
23177,601,268,268,0.445923461
23178,724,377,377,0.520718232
23179,934,438,438,0.468950749
23180,606,291,291,0.48019802
23181,710,250,250,0.352112676
23182,690,499,499,0.723188406
23183,934,684,684,0.732334047
23184,627,577,577,0.920255183
23185,780,652,652,0.835897436
23186,912,585,585,0.641447368
23187,730,344,344,0.471232877
23188,1032,638,638,0.618217054
23189,1146,405,405,0.353403141
23190,703,291,291,0.413940256
23191,819,286,286,0.349206349
23192,993,338,338,0.340382679
23193,713,266,266,0.373071529
23194,819,439,439,0.536019536
23195,726,320,320,0.44077135
23196,880,387,387,0.439772727
23197,714,455,455,0.637254902
23198,699,311,311,0.444921316
23199,635,287,287,0.451968504
23200,687,262,262,0.381368268
23201,806,271,271,0.336228288
23202,878,367,367,0.417995444
23203,920,491,491,0.533695652
23204,633,332,332,0.524486572
23205,680,266,266,0.391176471
23206,699,289,289,0.413447783
23207,762,326,326,0.427821522
23208,599,357,357,0.595993322
23209,556,256,256,0.460431655
23210,601,267,267,0.444259567
23211,674,458,458,0.679525223
23212,607,296,296,0.487644152
23213,645,403,403,0.624806202
23214,507,252,252,0.49704142
23215,652,450,450,0.690184049
23216,613,376,376,0.613376835
23217,798,502,502,0.629072682
23218,877,634,634,0.722919042
23219,782,592,592,0.757033248
23220,513,366,366,0.713450292
23221,906,544,544,0.600441501
23222,668,438,438,0.655688623
23223,855,542,542,0.633918129
23224,662,363,363,0.548338369
23225,785,379,379,0.482802548
23226,772,483,483,0.625647668
23227,830,335,335,0.403614458
23228,847,449,449,0.530106257
23229,808,391,391,0.483910891
23230,625,418,418,0.6688
23231,844,428,428,0.507109005
23232,831,288,288,0.346570397
23233,829,382,382,0.46079614
23234,497,701,701,1.410462777
23235,779,658,658,0.844672657
23236,663,459,459,0.692307692
23237,617,650,650,1.053484603
23238,736,615,615,0.835597826
23239,631,691,691,1.095087163
23240,657,826,826,1.257229833
23241,616,726,726,1.178571429
23242,629,773,773,1.228934817
23243,686,730,730,1.064139942
23244,489,773,773,1.580777096
23245,506,744,744,1.470355731
23246,615,700,700,1.138211382
23247,496,692,692,1.39516129
23248,612,531,531,0.867647059
23249,504,944,944,1.873015873
23250,582,1019,1019,1.750859107
23251,592,765,765,1.29222973
23252,522,931,931,1.783524904
23253,733,543,543,0.740791269
23254,549,431,431,0.785063752
23255,540,359,359,0.664814815
23256,474,840,840,1.772151899
23257,585,882,882,1.507692308
23258,598,877,877,1.466555184
23259,748,853,853,1.140374332
23260,635,922,922,1.451968504
23261,756,674,674,0.891534392
23262,625,872,872,1.3952
23263,504,641,641,1.271825397
23264,711,642,642,0.902953586
23265,536,711,711,1.326492537
23266,531,693,693,1.305084746
23267,556,665,665,1.196043165
23268,734,762,762,1.038147139
23269,551,823,823,1.493647913
23270,647,970,970,1.499227202
23271,522,1010,1010,1.9348659
23272,619,730,730,1.179321486
23273,595,959,959,1.611764706
23274,638,866,866,1.357366771
23275,790,882,882,1.116455696
23276,578,723,723,1.250865052
23277,668,975,975,1.459580838
23278,595,1278,1278,2.14789916
23279,664,910,910,1.370481928
23280,640,870,870,1.359375
23281,508,821,821,1.616141732
23282,669,837,837,1.251121076
23283,506,787,787,1.555335968
23284,547,918,918,1.678244973
23285,627,750,750,1.196172249
23286,517,773,773,1.49516441
23287,838,759,759,0.905727924
23288,655,689,689,1.051908397
23289,630,568,568,0.901587302
23290,564,532,532,0.943262411
23291,630,706,706,1.120634921
23292,528,561,561,1.0625
23293,750,565,565,0.753333333
23294,644,889,889,1.380434783
23295,613,791,791,1.290375204
23296,514,766,766,1.490272374
23297,533,839,839,1.574108818
23298,555,715,715,1.288288288
23299,517,773,773,1.49516441
23300,550,831,831,1.510909091
23301,763,624,624,0.817824377
23302,697,674,674,0.967001435
23303,595,627,627,1.053781513
23304,746,486,486,0.651474531
23305,724,593,593,0.819060773
23306,1052,629,629,0.597908745
23307,626,596,596,0.952076677
23308,633,848,848,1.339652449
23309,786,1035,1035,1.316793893
23310,686,707,707,1.030612245
23311,603,781,781,1.295190713
23312,643,604,604,0.939346812
23313,813,776,776,0.954489545
23314,936,548,548,0.585470085
23315,790,770,770,0.974683544
23316,849,614,614,0.723203769
23317,903,769,769,0.851605759
23318,561,839,839,1.495543672
23319,822,777,777,0.945255474
23320,892,677,677,0.75896861
23321,452,689,689,1.524336283
23322,696,758,758,1.08908046
23323,629,804,804,1.278219396
23324,672,754,754,1.12202381
23325,594,741,741,1.247474747
23326,745,616,616,0.826845638
23327,615,809,809,1.315447154
23328,639,772,772,1.208137715
23329,705,716,716,1.015602837
23330,658,730,730,1.109422492
23331,527,524,524,0.9943074
23332,579,804,804,1.388601036
23333,460,443,443,0.963043478
23334,751,851,851,1.133155792
23335,558,774,774,1.387096774
23336,748,660,660,0.882352941
23337,520,675,675,1.298076923
23338,664,712,712,1.072289157
23339,690,792,792,1.147826087
23340,583,648,648,1.111492281
23341,911,674,674,0.739846323
23342,950,859,859,0.904210526
23343,599,824,824,1.375626043
23344,616,1053,1053,1.709415584
23345,756,811,811,1.072751323
23346,653,602,602,0.921898928
23347,663,653,653,0.984917044
23348,598,583,583,0.974916388
23349,565,518,518,0.916814159
23350,790,782,782,0.989873418
23351,640,753,753,1.1765625
23352,724,711,711,0.982044199
23353,750,726,726,0.968
23354,499,756,756,1.51503006
23355,657,811,811,1.234398782
23356,753,874,874,1.160690571
23357,923,1112,1112,1.204767064
23358,609,734,734,1.205254516
23359,661,651,651,0.984871407
23360,567,787,787,1.388007055
23361,964,370,370,0.383817427
23362,606,210,210,0.346534653
23363,574,201,201,0.350174216
23364,585,168,168,0.287179487
23365,619,268,268,0.432956381
23366,713,243,243,0.340813464
23367,689,239,239,0.346879536
23368,631,230,230,0.364500792
23369,688,257,257,0.373546512
23370,554,153,153,0.276173285
23371,515,193,193,0.374757282
23372,788,268,268,0.340101523
23373,466,173,173,0.371244635
23374,720,203,203,0.281944444
23375,720,207,207,0.2875
23376,665,297,297,0.446616541
23377,1168,540,540,0.462328767
23378,737,475,475,0.644504749
23379,779,447,447,0.57381258
23380,731,506,506,0.692202462
23381,851,303,303,0.356051704
23382,802,480,480,0.598503741
23383,1048,411,411,0.392175573
23384,938,428,428,0.456289979
23385,806,394,394,0.488833747
23386,1147,510,510,0.444638187
23387,676,291,291,0.430473373
23388,769,412,412,0.535760728
23389,551,277,277,0.502722323
23390,803,364,364,0.453300125
23391,629,237,237,0.376788553
23392,603,375,375,0.621890547
23393,751,305,305,0.406125166
23394,903,515,515,0.570321152
23395,513,206,206,0.401559454
23396,497,231,231,0.464788732
23397,506,182,182,0.359683794
23398,1058,387,387,0.365784499
23399,533,279,279,0.523452158
23400,574,287,287,0.5
23401,570,259,259,0.454385965
23402,898,348,348,0.38752784
23403,614,280,280,0.456026059
23404,686,246,246,0.358600583
23405,433,245,245,0.565819861
23406,747,392,392,0.52476573
23407,714,257,257,0.359943978
23408,441,189,189,0.428571429
23409,758,323,323,0.426121372
23410,866,404,404,0.466512702
23411,779,357,357,0.458279846
23412,1107,418,418,0.377597109
23413,829,388,388,0.468033776
23414,1046,594,594,0.567877629
23415,647,250,250,0.386398764
23416,611,275,275,0.450081833
23417,618,269,269,0.435275081
23418,713,462,462,0.647966339
23419,812,248,248,0.305418719
23420,636,235,235,0.369496855
23421,550,169,169,0.307272727
23422,495,204,204,0.412121212
23423,529,224,224,0.423440454
23424,457,181,181,0.396061269
23425,583,336,336,0.576329331
23426,707,311,311,0.439886846
23427,688,237,237,0.344476744
23428,726,245,245,0.337465565
23429,745,340,340,0.456375839
23430,548,210,210,0.383211679
23431,639,283,283,0.442879499
23432,594,292,292,0.491582492
23433,654,408,408,0.623853211
23434,768,467,467,0.608072917
23435,996,670,670,0.672690763
23436,898,472,472,0.525612472
23437,769,420,420,0.546163849
23438,831,404,404,0.486161252
23439,756,309,309,0.408730159
23440,884,433,433,0.489819005
23441,658,355,355,0.539513678
23442,817,408,408,0.499388005
23443,854,315,315,0.368852459
23444,525,228,228,0.434285714
23445,670,314,314,0.468656716
23446,575,220,220,0.382608696
23447,1051,612,612,0.582302569
23448,818,520,520,0.635696822
23449,1133,672,672,0.593115622
23450,877,385,385,0.438996579
23451,500,192,192,0.384
23452,684,324,324,0.473684211
23453,909,605,605,0.665566557
23454,635,199,199,0.313385827
23455,522,212,212,0.406130268
23456,413,187,187,0.452784504
23457,637,221,221,0.346938776
23458,967,470,470,0.486039297
23459,653,227,227,0.34762634
23460,699,298,298,0.426323319
23461,687,233,233,0.33915575
23462,1014,328,328,0.3234714
23463,504,187,187,0.371031746
23464,902,258,258,0.286031042
23465,793,218,218,0.274905422
23466,644,196,196,0.304347826
23467,628,201,201,0.320063694
23468,812,240,240,0.295566502
23469,493,266,266,0.539553753
23470,718,255,255,0.355153203
23471,455,140,140,0.307692308
23472,1193,360,360,0.301760268
23473,630,196,196,0.311111111
23474,595,219,219,0.368067227
23475,711,216,216,0.303797468
23476,502,138,138,0.274900398
23477,480,223,223,0.464583333
23478,485,202,202,0.416494845
23479,1033,275,275,0.266214908
23480,623,169,169,0.271268058
23481,465,309,309,0.664516129
23482,671,413,413,0.615499255
23483,671,479,479,0.713859911
23484,625,495,495,0.792
23485,675,460,460,0.681481481
23486,633,380,380,0.600315956
23487,611,350,350,0.572831424
23488,637,286,286,0.448979592
23489,645,326,326,0.505426357
23490,564,313,313,0.554964539
23491,717,389,389,0.542538354
23492,580,360,360,0.620689655
23493,661,404,404,0.611195159
23494,698,375,375,0.537249284
23495,665,318,318,0.478195489
23496,789,630,630,0.798479087
23497,647,725,725,1.120556414
23498,667,566,566,0.848575712
23499,624,552,552,0.884615385
23500,557,577,577,1.035906643
23501,809,601,601,0.74289246
23502,973,743,743,0.763617677
23503,547,634,634,1.15904936
23504,915,774,774,0.845901639
23505,645,867,867,1.344186047
23506,813,1035,1035,1.273062731
23507,798,992,992,1.243107769
23508,749,806,806,1.076101469
23509,673,783,783,1.163447251
23510,590,772,772,1.308474576
23511,574,778,778,1.355400697
23512,788,817,817,1.03680203
23513,610,820,820,1.344262295
23514,492,727,727,1.477642276
23515,492,756,756,1.536585366
23516,676,504,504,0.74556213
23517,506,501,501,0.990118577
23518,563,439,439,0.779751332
23519,700,385,385,0.55
23520,642,568,568,0.884735202
23521,537,422,422,0.7858473
23522,720,527,527,0.731944444
23523,615,375,375,0.609756098
23524,636,454,454,0.713836478
23525,615,413,413,0.671544715
23526,744,439,439,0.590053763
23527,621,375,375,0.603864734
23528,688,459,459,0.667151163
23529,647,400,400,0.618238022
23530,654,406,406,0.620795107
23531,626,805,805,1.285942492
23532,677,685,685,1.011816839
23533,523,627,627,1.198852772
23534,607,692,692,1.140032949
23535,674,757,757,1.123145401
23536,501,357,357,0.71257485
23537,575,761,761,1.323478261
23538,695,644,644,0.926618705
23539,650,589,589,0.906153846
23540,642,939,939,1.462616822
23541,525,747,747,1.422857143
23542,649,676,676,1.041602465
23543,706,701,701,0.992917847
23544,652,656,656,1.006134969
23545,846,464,464,0.548463357
23546,879,499,499,0.567690557
23547,1023,603,603,0.589442815
23548,744,385,385,0.517473118
23549,565,408,408,0.722123894
23550,647,432,432,0.667697063
23551,849,435,435,0.512367491
23552,679,532,532,0.783505155
23553,594,467,467,0.786195286
23554,641,494,494,0.770670827
23555,803,550,550,0.684931507
23556,663,460,460,0.693815988
23557,602,495,495,0.822259136
23558,882,492,492,0.557823129
23559,566,380,380,0.671378092
23560,731,383,383,0.523939808
23561,493,221,221,0.448275862
23562,676,406,406,0.600591716
23563,711,372,372,0.523206751
23564,852,392,392,0.460093897
23565,648,369,369,0.569444444
23566,740,471,471,0.636486486
23567,685,644,644,0.940145985
23568,615,690,690,1.12195122
23569,583,684,684,1.173241852
23570,632,797,797,1.261075949
23571,650,726,726,1.116923077
23572,649,717,717,1.104776579
23573,637,677,677,1.062794349
23574,790,495,495,0.626582278
23575,604,512,512,0.847682119
23576,589,499,499,0.847198642
23577,697,403,403,0.578192253
23578,627,368,368,0.58692185
23579,848,464,464,0.547169811
23580,590,425,425,0.720338983
23581,852,467,467,0.548122066
23582,653,383,383,0.586523737
23583,653,349,349,0.534456355
23584,827,452,452,0.546553809
23585,652,426,426,0.653374233
23586,737,493,493,0.668928087
23587,749,479,479,0.639519359
23588,580,472,472,0.813793103
23589,762,515,515,0.675853018
23590,772,485,485,0.628238342
23591,619,431,431,0.69628433
23592,794,503,503,0.633501259
23593,635,514,514,0.809448819
23594,668,495,495,0.741017964
23595,586,397,397,0.677474403
23596,966,457,457,0.473084886
23597,624,407,407,0.65224359
23598,677,460,460,0.679468242
23599,653,469,469,0.718223583
23600,759,504,504,0.664031621
23601,599,372,372,0.621035058
23602,605,825,825,1.363636364
23603,641,878,878,1.369734789
23604,692,641,641,0.926300578
23605,658,738,738,1.121580547
23606,640,678,678,1.059375
23607,544,497,497,0.913602941
23608,539,412,412,0.764378479
23609,738,452,452,0.612466125
23610,681,411,411,0.603524229
23611,535,311,311,0.581308411
23612,671,468,468,0.697466468
23613,794,506,506,0.637279597
23614,639,421,421,0.658841941
23615,906,512,512,0.565121413
23616,643,320,320,0.497667185
23617,543,478,478,0.880294659
23618,638,499,499,0.782131661
23619,881,496,496,0.562996595
23620,657,716,716,1.089802131
23621,627,394,394,0.628389155
23622,602,379,379,0.629568106
23623,668,436,436,0.652694611
23624,742,580,580,0.781671159
23625,746,489,489,0.655495979
23626,918,425,425,0.462962963
23627,622,390,390,0.627009646
23628,824,401,401,0.486650485
23629,607,669,669,1.10214168
23630,538,568,568,1.055762082
23631,613,649,649,1.058727569
23632,678,459,459,0.67699115
23633,716,430,430,0.600558659
23634,626,430,430,0.686900958
23635,1011,688,688,0.680514342
23636,652,439,439,0.673312883
23637,691,457,457,0.661360347
23638,784,462,462,0.589285714
23639,715,461,461,0.644755245
23640,625,471,471,0.7536
23641,612,437,437,0.714052288
23642,614,576,576,0.938110749
23643,971,476,476,0.490216272
23644,744,498,498,0.669354839
23645,803,602,602,0.749688667
23646,762,463,463,0.607611549
23647,523,334,334,0.638623327
23648,951,613,613,0.644584648
23649,541,480,480,0.887245841
23650,784,578,578,0.737244898
23651,713,489,489,0.685834502
23652,807,466,466,0.577447336
23653,712,486,486,0.68258427
23654,670,637,637,0.950746269
23655,738,561,561,0.760162602
23656,566,609,609,1.075971731
23657,838,602,602,0.718377088
23658,955,667,667,0.698429319
23659,962,557,557,0.579002079
23660,986,589,589,0.597363083
23661,1122,634,634,0.565062389
23662,917,601,601,0.655398037
23663,712,547,547,0.768258427
23664,618,536,536,0.867313916
23665,833,417,417,0.50060024
23666,799,615,615,0.76971214
23667,739,449,449,0.607577808
23668,510,560,560,1.098039216
23669,810,533,533,0.658024691
23670,650,583,583,0.896923077
23671,632,487,487,0.77056962
23672,459,405,405,0.882352941
23673,768,566,566,0.736979167
23674,628,446,446,0.710191083
23675,722,537,537,0.743767313
23676,774,347,347,0.448320413
23677,659,329,329,0.499241275
23678,655,318,318,0.485496183
23679,578,385,385,0.666089965
23680,655,366,366,0.558778626
23681,902,515,515,0.570953437
23682,789,494,494,0.626108999
23683,649,396,396,0.610169492
23684,644,423,423,0.656832298
23685,569,359,359,0.630931459
23686,825,623,623,0.755151515
23687,731,266,266,0.363885089
23688,928,382,382,0.411637931
23689,799,253,253,0.316645807
23690,909,359,359,0.394939494
23691,800,347,347,0.43375
23692,1002,495,495,0.494011976
23693,762,266,266,0.349081365
23694,618,590,590,0.954692557
23695,717,663,663,0.924686192
23696,606,515,515,0.849834983
23697,850,355,355,0.417647059
23698,640,473,473,0.7390625
23699,551,446,446,0.809437387
23700,1054,507,507,0.481024668
23701,672,512,512,0.761904762
23702,570,434,434,0.761403509
23703,884,398,398,0.450226244
23704,913,520,520,0.569550931
23705,766,493,493,0.643603133
23706,653,531,531,0.813169985
23707,587,611,611,1.04088586
23708,590,536,536,0.908474576
23709,650,493,493,0.758461538
23710,675,590,590,0.874074074
23711,503,502,502,0.998011928
23712,959,638,638,0.66527633
23713,754,355,355,0.470822281
23714,879,306,306,0.348122867
23715,820,459,459,0.559756098
23716,815,467,467,0.573006135
23717,821,541,541,0.658952497
23718,982,408,408,0.415478615
23719,458,183,183,0.399563319
23720,737,547,547,0.7421981
23721,745,343,343,0.460402685
23722,651,370,370,0.568356375
23723,706,567,567,0.803116147
23724,631,525,525,0.832012678
23725,727,293,293,0.403026135
23726,691,377,377,0.545586107
23727,592,500,500,0.844594595
23728,907,569,569,0.627342889
23729,744,546,546,0.733870968
23730,892,478,478,0.535874439
23731,892,515,515,0.57735426
23732,976,741,741,0.759221311
23733,876,610,610,0.696347032
23734,703,289,289,0.411095306
23735,858,535,535,0.623543124
23736,848,539,539,0.635613208
23737,735,564,564,0.767346939
23738,858,553,553,0.644522145
23739,706,549,549,0.777620397
23740,807,472,472,0.58488228
23741,811,431,431,0.531442663
23742,795,486,486,0.611320755
23743,852,591,591,0.693661972
23744,590,615,615,1.042372881
23745,796,594,594,0.746231156
23746,646,580,580,0.897832817
23747,779,573,573,0.735558408
23748,818,596,596,0.728606357
23749,575,548,548,0.953043478
23750,893,361,361,0.404255319
23751,1006,639,639,0.635188867
23752,706,515,515,0.729461756
23753,593,710,710,1.197301855
23754,785,670,670,0.853503185
23755,754,620,620,0.822281167
23756,718,631,631,0.878830084
23757,785,476,476,0.606369427
23758,996,602,602,0.604417671
23759,632,557,557,0.881329114
23760,570,417,417,0.731578947
23761,558,384,384,0.688172043
23762,677,295,295,0.435745938
23763,855,472,472,0.552046784
23764,757,366,366,0.48348745
23765,816,391,391,0.479166667
23766,638,303,303,0.47492163
23767,527,475,475,0.901328273
23768,536,655,655,1.222014925
23769,702,596,596,0.849002849
23770,659,629,629,0.95447648
23771,533,387,387,0.726078799
23772,712,594,594,0.834269663
23773,624,557,557,0.892628205
23774,469,676,676,1.441364606
23775,724,676,676,0.933701657
23776,631,607,607,0.961965135
23777,911,686,686,0.753018661
23778,609,608,608,0.998357964
23779,679,378,378,0.556701031
23780,643,438,438,0.68118196
23781,593,545,545,0.919055649
23782,623,319,319,0.512038523
23783,697,535,535,0.767575323
23784,691,575,575,0.832127352
23785,650,577,577,0.887692308
23786,602,485,485,0.805647841
23787,519,742,742,1.429672447
23788,783,631,631,0.80587484
23789,797,718,718,0.900878294
23790,818,716,716,0.875305623
23791,761,547,547,0.718791064
23792,851,498,498,0.58519389
23793,870,726,726,0.834482759
23794,844,444,444,0.526066351
23795,616,589,589,0.956168831
23796,685,517,517,0.754744526
23797,1122,799,799,0.712121212
23798,716,547,547,0.76396648
23799,932,677,677,0.72639485
23800,1137,491,491,0.431838171
23801,958,275,275,0.287056367
23802,929,547,547,0.588805167
23803,1204,574,574,0.476744186
23804,1178,420,420,0.356536503
23805,827,385,385,0.465538089
23806,744,264,264,0.35483871
23807,961,343,343,0.356919875
23808,873,350,350,0.40091638
23809,892,282,282,0.316143498
23810,1040,358,358,0.344230769
23811,851,411,411,0.482961222
23812,611,202,202,0.330605565
23813,553,286,286,0.517179024
23814,743,323,323,0.434724092
23815,645,339,339,0.525581395
23816,758,241,241,0.317941953
23817,948,332,332,0.35021097
23818,843,348,348,0.412811388
23819,1098,405,405,0.368852459
23820,794,356,356,0.44836272
23821,876,369,369,0.421232877
23822,889,397,397,0.446569179
23823,935,347,347,0.371122995
23824,708,438,438,0.618644068
23825,1150,434,434,0.377391304
23826,765,295,295,0.385620915
23827,767,553,553,0.720990874
23828,701,342,342,0.487874465
23829,848,308,308,0.363207547
23830,799,827,827,1.035043805
23831,486,328,328,0.674897119
23832,510,424,424,0.831372549
23833,627,649,649,1.035087719
23834,816,587,587,0.719362745
23835,644,514,514,0.798136646
23836,735,376,376,0.511564626
23837,949,331,331,0.348788198
23838,669,191,191,0.285500747
23839,760,257,257,0.338157895
23840,816,318,318,0.389705882
23841,754,250,250,0.331564987
23842,1165,417,417,0.357939914
23843,941,351,351,0.373007439
23844,843,469,469,0.556346382
23845,994,337,337,0.339034205
23846,1027,779,779,0.758519961
23847,700,448,448,0.64
23848,735,438,438,0.595918367
23849,798,558,558,0.69924812
23850,788,335,335,0.425126904
23851,765,420,420,0.549019608
23852,635,277,277,0.436220472
23853,759,299,299,0.393939394
23854,842,347,347,0.412114014
23855,939,541,541,0.576144835
23856,1177,493,493,0.418861512
23857,824,260,260,0.315533981
23858,724,467,467,0.645027624
23859,898,342,342,0.380846325
23860,850,318,318,0.374117647
23861,786,393,393,0.5
23862,777,432,432,0.555984556
23863,879,333,333,0.37883959
23864,849,364,364,0.428739694
23865,997,368,368,0.369107322
23866,850,431,431,0.507058824
23867,799,389,389,0.486858573
23868,824,586,586,0.711165049
23869,977,630,630,0.644831116
23870,808,354,354,0.438118812
23871,856,351,351,0.410046729
23872,804,568,568,0.706467662
23873,910,425,425,0.467032967
23874,697,201,201,0.288378766
23875,926,587,587,0.633909287
23876,1104,291,291,0.263586957
23877,977,283,283,0.289662231
23878,729,458,458,0.628257888
23879,683,424,424,0.62079063
23880,722,388,388,0.537396122
23881,950,319,319,0.335789474
23882,776,227,227,0.292525773
23883,698,253,253,0.362464183
23884,779,354,354,0.454428755
23885,713,317,317,0.444600281
23886,744,286,286,0.384408602
23887,1125,508,508,0.451555556
23888,757,233,233,0.307793923
23889,1127,500,500,0.443655723
23890,615,365,365,0.593495935
23891,1185,625,625,0.52742616
23892,951,401,401,0.421661409
23893,943,572,572,0.606574761
23894,905,344,344,0.380110497
23895,1041,464,464,0.445725264
23896,600,209,209,0.348333333
23897,963,402,402,0.417445483
23898,866,339,339,0.391454965
23899,600,202,202,0.336666667
23900,771,320,320,0.415045396
23901,1085,660,660,0.608294931
23902,1136,708,708,0.623239437
23903,1076,243,243,0.225836431
23904,1103,446,446,0.404351768
23905,795,696,696,0.875471698
23906,768,842,842,1.096354167
23907,605,1057,1057,1.747107438
23908,685,949,949,1.38540146
23909,616,834,834,1.353896104
23910,636,988,988,1.553459119
23911,731,676,676,0.924760602
23912,852,1040,1040,1.220657277
23913,706,683,683,0.967422096
23914,614,959,959,1.561889251
23915,794,984,984,1.23929471
23916,705,721,721,1.022695035
23917,517,704,704,1.361702128
23918,588,798,798,1.357142857
23919,871,1275,1275,1.463834673
23920,792,1010,1010,1.275252525
23921,494,540,540,1.093117409
23922,636,925,925,1.454402516
23923,508,821,821,1.616141732
23924,641,773,773,1.205928237
23925,648,828,828,1.277777778
23926,778,506,506,0.650385604
23927,609,938,938,1.540229885
23928,591,947,947,1.602368866
23929,644,841,841,1.305900621
23930,607,729,729,1.200988468
23931,642,959,959,1.49376947
23932,658,474,474,0.720364742
23933,678,548,548,0.808259587
23934,700,625,625,0.892857143
23935,643,709,709,1.102643857
23936,507,433,433,0.854043393
23937,689,643,643,0.933236575
23938,598,788,788,1.317725753
23939,529,782,782,1.47826087
23940,690,493,493,0.714492754
23941,750,512,512,0.682666667
23942,709,1106,1106,1.559943583
23943,602,1007,1007,1.672757475
23944,676,1054,1054,1.559171598
23945,650,848,848,1.304615385
23946,543,879,879,1.61878453
23947,687,1088,1088,1.583697234
23948,893,941,941,1.0537514
23949,626,994,994,1.587859425
23950,633,414,414,0.654028436
23951,624,517,517,0.828525641
23952,530,510,510,0.962264151
23953,582,559,559,0.9604811
23954,589,505,505,0.857385399
23955,513,563,563,1.097465887
23956,754,574,574,0.76127321
23957,713,475,475,0.666199158
23958,596,612,612,1.026845638
23959,645,347,347,0.537984496
23960,625,397,397,0.6352
23961,838,430,430,0.513126492
23962,496,474,474,0.955645161
23963,631,390,390,0.618066561
23964,634,430,430,0.678233438
23965,684,421,421,0.615497076
23966,652,429,429,0.65797546
23967,498,349,349,0.700803213
23968,741,561,561,0.75708502
23969,654,752,752,1.149847095
23970,650,615,615,0.946153846
23971,636,814,814,1.279874214
23972,579,498,498,0.860103627
23973,577,865,865,1.499133449
23974,588,808,808,1.37414966
23975,599,1101,1101,1.838063439
23976,642,541,541,0.842679128
23977,944,665,665,0.704449153
23978,715,987,987,1.38041958
23979,669,447,447,0.668161435
23980,732,1002,1002,1.368852459
23981,621,889,889,1.431561997
23982,612,1169,1169,1.910130719
23983,692,972,972,1.404624277
23984,512,371,371,0.724609375
23985,638,488,488,0.764890282
23986,714,313,313,0.43837535
23987,548,392,392,0.715328467
23988,762,381,381,0.5
23989,674,374,374,0.554896142
23990,484,414,414,0.855371901
23991,517,345,345,0.667311412
23992,460,369,369,0.802173913
23993,613,574,574,0.936378467
23994,637,469,469,0.736263736
23995,636,533,533,0.838050314
23996,755,641,641,0.849006623
23997,704,405,405,0.575284091
23998,691,630,630,0.911722142
23999,623,508,508,0.81540931
24000,610,412,412,0.675409836
24001,646,531,531,0.821981424
24002,697,785,785,1.12625538
24003,653,517,517,0.791730475
24004,780,472,472,0.605128205
24005,632,557,557,0.881329114
24006,692,535,535,0.773121387
24007,848,450,450,0.530660377
24008,794,554,554,0.697732997
24009,545,468,468,0.858715596
24010,619,567,567,0.915993538
24011,626,595,595,0.950479233
24012,683,679,679,0.994143485
24013,653,731,731,1.119448698
24014,792,686,686,0.866161616
24015,689,426,426,0.618287373
24016,541,529,529,0.977818854
24017,520,409,409,0.786538462
24018,508,678,678,1.334645669
24019,748,578,578,0.772727273
24020,594,668,668,1.124579125
24021,627,784,784,1.250398724
24022,685,1065,1065,1.554744526
24023,530,962,962,1.81509434
24024,610,572,572,0.937704918
24025,618,714,714,1.155339806
24026,554,722,722,1.303249097
24027,608,663,663,1.090460526
24028,673,721,721,1.071322437
24029,756,970,970,1.283068783
24030,693,960,960,1.385281385
24031,592,997,997,1.684121622
24032,797,952,952,1.194479297
24033,588,635,635,1.079931973
24034,556,917,917,1.649280576
24035,474,692,692,1.459915612
24036,622,844,844,1.356913183
24037,624,889,889,1.424679487
24038,739,1193,1193,1.614343708
24039,802,728,728,0.907730673
24040,575,846,846,1.471304348
24041,696,920,920,1.32183908
24042,679,669,669,0.985272459
24043,810,636,636,0.785185185
24044,541,505,505,0.933456562
24045,570,671,671,1.177192982
24046,632,611,611,0.966772152
24047,970,1195,1195,1.231958763
24048,745,674,674,0.904697987
24049,642,852,852,1.327102804
24050,768,909,909,1.18359375
24051,519,687,687,1.323699422
24052,536,792,792,1.47761194
24053,666,646,646,0.96996997
